Date de saisie;Date opération;Description;Montant;Type;Catégorie;Date de rapprochement;Répétition mensuelle;Répétition annuelle;Depuis;Vers;ID
13/03/2025;13/03/2025;Pharmacie Centrale 💊;25,18;Dépenses variables;Santé & Mutuelle;13/03/2025;FAUX;FAUX;Compte Courant Principal;;522
25/03/2025;25/03/2025;Fnac - Livres & Musique 📚;133,19;Dépenses variables;Loisirs & Culture;25/03/2025;FAUX;FAUX;Compte Courant Principal;;523
15/03/2025;15/03/2025;Shopping Habillement 🛍️;37,33;Dépenses variables;Shopping & Habillement;15/03/2025;FAUX;FAUX;Compte Courant Principal;;524
14/03/2025;14/03/2025;Chèque N° 458921 - Cotisation Club 🎨;35,00;Dépenses variables;Loisirs & Culture;14/03/2025;FAUX;FAUX;Compte Courant Principal;;525
26/04/2025;27/04/2025;Salaire Mensuel 💶;1778,60;Recettes;Salaire;27/04/2025;VRAI;FAUX;;Compte Courant Principal;526
01/04/2025;02/04/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/04/2025;VRAI;FAUX;Compte Courant Principal;Livret A;527
04/04/2025;05/04/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/04/2025;VRAI;FAUX;Compte Courant Principal;;528
09/04/2025;10/04/2025;Facture Électricité & Gaz ⚡;78,22;Dépenses fixes;Énergie & Eau;10/04/2025;VRAI;FAUX;Compte Courant Principal;;529
10/04/2025;12/04/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/04/2025;VRAI;FAUX;Compte Courant Principal;;530
16/04/2025;18/04/2025;Assurance Habitation & Auto 🛡️;67,97;Dépenses fixes;Assurance;18/04/2025;VRAI;FAUX;Compte Courant Principal;;531
18/04/2025;20/04/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/04/2025;VRAI;FAUX;Compte Courant Principal;;532
20/04/2025;22/04/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/04/2025;VRAI;FAUX;Compte Courant Principal;;533
04/04/2025;04/04/2025;Courses Lidl 🛒;96,85;Dépenses variables;Alimentation;04/04/2025;FAUX;FAUX;Compte Courant Principal;;534
12/04/2025;12/04/2025;Courses Carrefour 🛒;96,34;Dépenses variables;Alimentation;12/04/2025;FAUX;FAUX;Compte Courant Principal;;535
20/04/2025;20/04/2025;Courses Auchan 🛒;97,39;Dépenses variables;Alimentation;20/04/2025;FAUX;FAUX;Compte Courant Principal;;536
26/04/2025;26/04/2025;Courses Carrefour 🛒;94,90;Dépenses variables;Alimentation;26/04/2025;FAUX;FAUX;Compte Courant Principal;;537
06/04/2025;06/04/2025;Station TotalEnergies - Carburant ⛽;58,55;Dépenses variables;Transport & Carburant;06/04/2025;FAUX;FAUX;Compte Courant Principal;;538
20/04/2025;20/04/2025;Station TotalEnergies - Carburant ⛽;61,84;Dépenses variables;Transport & Carburant;20/04/2025;FAUX;FAUX;Compte Courant Principal;;539
06/04/2025;06/04/2025;Pizzeria Bella Vista 🍕;41,81;Dépenses variables;Restauration & Sorties;06/04/2025;FAUX;FAUX;Compte Courant Principal;;540
25/04/2025;25/04/2025;Bistrot Gourmand 🍕;41,02;Dépenses variables;Restauration & Sorties;25/04/2025;FAUX;FAUX;Compte Courant Principal;;541
14/04/2025;14/04/2025;Pharmacie Centrale 💊;20,48;Dépenses variables;Santé & Mutuelle;14/04/2025;FAUX;FAUX;Compte Courant Principal;;542
24/04/2025;24/04/2025;Pathé Gaumont - Cinéma 🎬;118,80;Dépenses variables;Loisirs & Culture;24/04/2025;FAUX;FAUX;Compte Courant Principal;;543
15/04/2025;15/04/2025;Shopping Habillement 🛍️;36,83;Dépenses variables;Shopping & Habillement;15/04/2025;FAUX;FAUX;Compte Courant Principal;;544
26/05/2025;27/05/2025;Salaire Mensuel 💶;1769,46;Recettes;Salaire;27/05/2025;VRAI;FAUX;;Compte Courant Principal;545
30/04/2025;02/05/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/05/2025;VRAI;FAUX;Compte Courant Principal;Livret A;546
04/05/2025;05/05/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/05/2025;VRAI;FAUX;Compte Courant Principal;;547
09/05/2025;10/05/2025;Facture Électricité & Gaz ⚡;79,39;Dépenses fixes;Énergie & Eau;10/05/2025;VRAI;FAUX;Compte Courant Principal;;548
11/05/2025;12/05/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/05/2025;VRAI;FAUX;Compte Courant Principal;;549
17/05/2025;18/05/2025;Assurance Habitation & Auto 🛡️;66,09;Dépenses fixes;Assurance;18/05/2025;VRAI;FAUX;Compte Courant Principal;;550
19/05/2025;20/05/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/05/2025;VRAI;FAUX;Compte Courant Principal;;551
21/05/2025;22/05/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/05/2025;VRAI;FAUX;Compte Courant Principal;;552
02/05/2025;02/05/2025;Courses E.Leclerc 🛒;95,74;Dépenses variables;Alimentation;02/05/2025;FAUX;FAUX;Compte Courant Principal;;553
12/05/2025;12/05/2025;Courses Carrefour 🛒;90,77;Dépenses variables;Alimentation;12/05/2025;FAUX;FAUX;Compte Courant Principal;;554
18/05/2025;18/05/2025;Courses Lidl 🛒;93,40;Dépenses variables;Alimentation;18/05/2025;FAUX;FAUX;Compte Courant Principal;;555
25/05/2025;25/05/2025;Courses Carrefour 🛒;94,61;Dépenses variables;Alimentation;25/05/2025;FAUX;FAUX;Compte Courant Principal;;556
05/05/2025;05/05/2025;Station TotalEnergies - Carburant ⛽;56,05;Dépenses variables;Transport & Carburant;05/05/2025;FAUX;FAUX;Compte Courant Principal;;557
21/05/2025;21/05/2025;Station TotalEnergies - Carburant ⛽;61,32;Dépenses variables;Transport & Carburant;21/05/2025;FAUX;FAUX;Compte Courant Principal;;558
07/05/2025;07/05/2025;Brasserie du Centre 🍕;37,89;Dépenses variables;Restauration & Sorties;07/05/2025;FAUX;FAUX;Compte Courant Principal;;559
22/05/2025;22/05/2025;Brasserie du Centre 🍕;34,65;Dépenses variables;Restauration & Sorties;22/05/2025;FAUX;FAUX;Compte Courant Principal;;560
17/05/2025;17/05/2025;Pharmacie Centrale 💊;23,37;Dépenses variables;Santé & Mutuelle;17/05/2025;FAUX;FAUX;Compte Courant Principal;;561
22/05/2025;22/05/2025;Fnac - Livres & Musique 📚;129,91;Dépenses variables;Loisirs & Culture;22/05/2025;FAUX;FAUX;Compte Courant Principal;;562
15/05/2025;15/05/2025;Shopping Habillement 🛍️;50,56;Dépenses variables;Shopping & Habillement;15/05/2025;FAUX;FAUX;Compte Courant Principal;;563
26/06/2025;27/06/2025;Salaire Mensuel 💶;1763,77;Recettes;Salaire;27/06/2025;VRAI;FAUX;;Compte Courant Principal;564
31/05/2025;02/06/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/06/2025;VRAI;FAUX;Compte Courant Principal;Livret A;565
03/06/2025;05/06/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/06/2025;VRAI;FAUX;Compte Courant Principal;;566
09/06/2025;10/06/2025;Facture Électricité & Gaz ⚡;77,89;Dépenses fixes;Énergie & Eau;10/06/2025;VRAI;FAUX;Compte Courant Principal;;567
11/06/2025;12/06/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/06/2025;VRAI;FAUX;Compte Courant Principal;;568
16/06/2025;18/06/2025;Assurance Habitation & Auto 🛡️;68,46;Dépenses fixes;Assurance;18/06/2025;VRAI;FAUX;Compte Courant Principal;;569
18/06/2025;20/06/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/06/2025;VRAI;FAUX;Compte Courant Principal;;570
20/06/2025;22/06/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/06/2025;VRAI;FAUX;Compte Courant Principal;;571
04/06/2025;04/06/2025;Courses Carrefour 🛒;92,90;Dépenses variables;Alimentation;04/06/2025;FAUX;FAUX;Compte Courant Principal;;572
11/06/2025;11/06/2025;Courses Carrefour 🛒;96,99;Dépenses variables;Alimentation;11/06/2025;FAUX;FAUX;Compte Courant Principal;;573
19/06/2025;19/06/2025;Courses Lidl 🛒;88,66;Dépenses variables;Alimentation;19/06/2025;FAUX;FAUX;Compte Courant Principal;;574
26/06/2025;26/06/2025;Courses E.Leclerc 🛒;91,81;Dépenses variables;Alimentation;26/06/2025;FAUX;FAUX;Compte Courant Principal;;575
09/06/2025;09/06/2025;Station TotalEnergies - Carburant ⛽;59,24;Dépenses variables;Transport & Carburant;09/06/2025;FAUX;FAUX;Compte Courant Principal;;576
22/06/2025;22/06/2025;Station TotalEnergies - Carburant ⛽;59,04;Dépenses variables;Transport & Carburant;22/06/2025;FAUX;FAUX;Compte Courant Principal;;577
09/06/2025;09/06/2025;Bistrot Gourmand 🍕;32,99;Dépenses variables;Restauration & Sorties;09/06/2025;FAUX;FAUX;Compte Courant Principal;;578
21/06/2025;21/06/2025;Bistrot Gourmand 🍕;40,53;Dépenses variables;Restauration & Sorties;21/06/2025;FAUX;FAUX;Compte Courant Principal;;579
18/06/2025;18/06/2025;Pharmacie Centrale 💊;24,41;Dépenses variables;Santé & Mutuelle;18/06/2025;FAUX;FAUX;Compte Courant Principal;;580
23/06/2025;23/06/2025;Pathé Gaumont - Cinéma 🎬;123,60;Dépenses variables;Loisirs & Culture;23/06/2025;FAUX;FAUX;Compte Courant Principal;;581
15/06/2025;15/06/2025;Shopping Habillement 🛍️;41,78;Dépenses variables;Shopping & Habillement;15/06/2025;FAUX;FAUX;Compte Courant Principal;;582
27/07/2025;28/07/2025;Salaire Mensuel 💶;1762,17;Recettes;Salaire;28/07/2025;VRAI;FAUX;;Compte Courant Principal;583
30/06/2025;02/07/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/07/2025;VRAI;FAUX;Compte Courant Principal;Livret A;584
03/07/2025;05/07/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/07/2025;VRAI;FAUX;Compte Courant Principal;;585
08/07/2025;10/07/2025;Facture Électricité & Gaz ⚡;79,92;Dépenses fixes;Énergie & Eau;10/07/2025;VRAI;FAUX;Compte Courant Principal;;586
11/07/2025;12/07/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/07/2025;VRAI;FAUX;Compte Courant Principal;;587
16/07/2025;18/07/2025;Assurance Habitation & Auto 🛡️;67,25;Dépenses fixes;Assurance;18/07/2025;VRAI;FAUX;Compte Courant Principal;;588
19/07/2025;20/07/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/07/2025;VRAI;FAUX;Compte Courant Principal;;589
21/07/2025;22/07/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/07/2025;VRAI;FAUX;Compte Courant Principal;;590
02/07/2025;02/07/2025;Courses Carrefour 🛒;92,32;Dépenses variables;Alimentation;02/07/2025;FAUX;FAUX;Compte Courant Principal;;591
12/07/2025;12/07/2025;Courses E.Leclerc 🛒;96,12;Dépenses variables;Alimentation;12/07/2025;FAUX;FAUX;Compte Courant Principal;;592
20/07/2025;20/07/2025;Courses Carrefour 🛒;93,86;Dépenses variables;Alimentation;20/07/2025;FAUX;FAUX;Compte Courant Principal;;593
27/07/2025;27/07/2025;Courses E.Leclerc 🛒;94,70;Dépenses variables;Alimentation;27/07/2025;FAUX;FAUX;Compte Courant Principal;;594
08/07/2025;08/07/2025;Station TotalEnergies - Carburant ⛽;57,83;Dépenses variables;Transport & Carburant;08/07/2025;FAUX;FAUX;Compte Courant Principal;;595
22/07/2025;22/07/2025;Station TotalEnergies - Carburant ⛽;61,94;Dépenses variables;Transport & Carburant;22/07/2025;FAUX;FAUX;Compte Courant Principal;;596
06/07/2025;06/07/2025;Bistrot Gourmand 🍕;41,68;Dépenses variables;Restauration & Sorties;06/07/2025;FAUX;FAUX;Compte Courant Principal;;597
23/07/2025;23/07/2025;Bistrot Gourmand 🍕;35,52;Dépenses variables;Restauration & Sorties;23/07/2025;FAUX;FAUX;Compte Courant Principal;;598
16/07/2025;16/07/2025;Pharmacie Centrale 💊;21,70;Dépenses variables;Santé & Mutuelle;16/07/2025;FAUX;FAUX;Compte Courant Principal;;599
25/07/2025;25/07/2025;Pathé Gaumont - Cinéma 🎬;119,48;Dépenses variables;Loisirs & Culture;25/07/2025;FAUX;FAUX;Compte Courant Principal;;600
14/07/2025;14/07/2025;Shopping Habillement 🛍️;51,91;Dépenses variables;Shopping & Habillement;14/07/2025;FAUX;FAUX;Compte Courant Principal;;601
16/07/2025;16/07/2025;Camping Les Pins - Vacances 🏖️;90,00;Dépenses variables;Loisirs & Culture;16/07/2025;FAUX;FAUX;Compte Courant Principal;;602
27/08/2025;28/08/2025;Salaire Mensuel 💶;1753,66;Recettes;Salaire;28/08/2025;VRAI;FAUX;;Compte Courant Principal;603
31/07/2025;02/08/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/08/2025;VRAI;FAUX;Compte Courant Principal;Livret A;604
04/08/2025;05/08/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/08/2025;VRAI;FAUX;Compte Courant Principal;;605
08/08/2025;10/08/2025;Facture Électricité & Gaz ⚡;78,11;Dépenses fixes;Énergie & Eau;10/08/2025;VRAI;FAUX;Compte Courant Principal;;606
11/08/2025;12/08/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/08/2025;VRAI;FAUX;Compte Courant Principal;;607
17/08/2025;18/08/2025;Assurance Habitation & Auto 🛡️;66,90;Dépenses fixes;Assurance;18/08/2025;VRAI;FAUX;Compte Courant Principal;;608
18/08/2025;20/08/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/08/2025;VRAI;FAUX;Compte Courant Principal;;609
20/08/2025;22/08/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/08/2025;VRAI;FAUX;Compte Courant Principal;;610
03/08/2025;03/08/2025;Courses E.Leclerc 🛒;88,06;Dépenses variables;Alimentation;03/08/2025;FAUX;FAUX;Compte Courant Principal;;611
10/08/2025;10/08/2025;Courses Auchan 🛒;88,70;Dépenses variables;Alimentation;10/08/2025;FAUX;FAUX;Compte Courant Principal;;612
20/08/2025;20/08/2025;Courses Carrefour 🛒;88,92;Dépenses variables;Alimentation;20/08/2025;FAUX;FAUX;Compte Courant Principal;;613
27/08/2025;27/08/2025;Courses Lidl 🛒;91,76;Dépenses variables;Alimentation;27/08/2025;FAUX;FAUX;Compte Courant Principal;;614
08/08/2025;08/08/2025;Station TotalEnergies - Carburant ⛽;57,73;Dépenses variables;Transport & Carburant;08/08/2025;FAUX;FAUX;Compte Courant Principal;;615
21/08/2025;21/08/2025;Station TotalEnergies - Carburant ⛽;57,49;Dépenses variables;Transport & Carburant;21/08/2025;FAUX;FAUX;Compte Courant Principal;;616
08/08/2025;08/08/2025;Bistrot Gourmand 🍕;39,77;Dépenses variables;Restauration & Sorties;08/08/2025;FAUX;FAUX;Compte Courant Principal;;617
25/08/2025;25/08/2025;Brasserie du Centre 🍕;32,85;Dépenses variables;Restauration & Sorties;25/08/2025;FAUX;FAUX;Compte Courant Principal;;618
13/08/2025;13/08/2025;Pharmacie Centrale 💊;21,26;Dépenses variables;Santé & Mutuelle;13/08/2025;FAUX;FAUX;Compte Courant Principal;;619
26/08/2025;26/08/2025;Pathé Gaumont - Cinéma 🎬;116,00;Dépenses variables;Loisirs & Culture;26/08/2025;FAUX;FAUX;Compte Courant Principal;;620
14/08/2025;14/08/2025;Shopping Habillement 🛍️;43,86;Dépenses variables;Shopping & Habillement;14/08/2025;FAUX;FAUX;Compte Courant Principal;;621
16/08/2025;16/08/2025;Péages & Autoroute 🛣️;35,00;Dépenses variables;Transport & Carburant;16/08/2025;FAUX;FAUX;Compte Courant Principal;;622
27/09/2025;28/09/2025;Salaire Mensuel 💶;1764,78;Recettes;Salaire;28/09/2025;VRAI;FAUX;;Compte Courant Principal;623
01/09/2025;02/09/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/09/2025;VRAI;FAUX;Compte Courant Principal;Livret A;624
03/09/2025;05/09/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/09/2025;VRAI;FAUX;Compte Courant Principal;;625
08/09/2025;10/09/2025;Facture Électricité & Gaz ⚡;78,77;Dépenses fixes;Énergie & Eau;10/09/2025;VRAI;FAUX;Compte Courant Principal;;626
11/09/2025;12/09/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/09/2025;VRAI;FAUX;Compte Courant Principal;;627
16/09/2025;18/09/2025;Assurance Habitation & Auto 🛡️;67,09;Dépenses fixes;Assurance;18/09/2025;VRAI;FAUX;Compte Courant Principal;;628
18/09/2025;20/09/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/09/2025;VRAI;FAUX;Compte Courant Principal;;629
20/09/2025;22/09/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/09/2025;VRAI;FAUX;Compte Courant Principal;;630
02/09/2025;02/09/2025;Courses Lidl 🛒;91,95;Dépenses variables;Alimentation;02/09/2025;FAUX;FAUX;Compte Courant Principal;;631
12/09/2025;12/09/2025;Courses Carrefour 🛒;88,08;Dépenses variables;Alimentation;12/09/2025;FAUX;FAUX;Compte Courant Principal;;632
19/09/2025;19/09/2025;Courses Lidl 🛒;95,67;Dépenses variables;Alimentation;19/09/2025;FAUX;FAUX;Compte Courant Principal;;633
26/09/2025;26/09/2025;Courses E.Leclerc 🛒;91,28;Dépenses variables;Alimentation;26/09/2025;FAUX;FAUX;Compte Courant Principal;;634
05/09/2025;05/09/2025;Station TotalEnergies - Carburant ⛽;58,98;Dépenses variables;Transport & Carburant;05/09/2025;FAUX;FAUX;Compte Courant Principal;;635
22/09/2025;22/09/2025;Station TotalEnergies - Carburant ⛽;56,41;Dépenses variables;Transport & Carburant;22/09/2025;FAUX;FAUX;Compte Courant Principal;;636
09/09/2025;09/09/2025;Brasserie du Centre 🍕;37,33;Dépenses variables;Restauration & Sorties;09/09/2025;FAUX;FAUX;Compte Courant Principal;;637
25/09/2025;25/09/2025;Bistrot Gourmand 🍕;37,59;Dépenses variables;Restauration & Sorties;25/09/2025;FAUX;FAUX;Compte Courant Principal;;638
18/09/2025;18/09/2025;Pharmacie Centrale 💊;22,83;Dépenses variables;Santé & Mutuelle;18/09/2025;FAUX;FAUX;Compte Courant Principal;;639
25/09/2025;25/09/2025;Pathé Gaumont - Cinéma 🎬;132,24;Dépenses variables;Loisirs & Culture;25/09/2025;FAUX;FAUX;Compte Courant Principal;;640
15/09/2025;15/09/2025;Shopping Habillement 🛍️;35,37;Dépenses variables;Shopping & Habillement;15/09/2025;FAUX;FAUX;Compte Courant Principal;;641
26/10/2025;27/10/2025;Salaire Mensuel 💶;1776,07;Recettes;Salaire;27/10/2025;VRAI;FAUX;;Compte Courant Principal;642
30/09/2025;02/10/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/10/2025;VRAI;FAUX;Compte Courant Principal;Livret A;643
03/10/2025;05/10/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/10/2025;VRAI;FAUX;Compte Courant Principal;;644
09/10/2025;10/10/2025;Facture Électricité & Gaz ⚡;79,30;Dépenses fixes;Énergie & Eau;10/10/2025;VRAI;FAUX;Compte Courant Principal;;645
10/10/2025;12/10/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/10/2025;VRAI;FAUX;Compte Courant Principal;;646
17/10/2025;18/10/2025;Assurance Habitation & Auto 🛡️;68,29;Dépenses fixes;Assurance;18/10/2025;VRAI;FAUX;Compte Courant Principal;;647
18/10/2025;20/10/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/10/2025;VRAI;FAUX;Compte Courant Principal;;648
21/10/2025;22/10/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/10/2025;VRAI;FAUX;Compte Courant Principal;;649
04/10/2025;04/10/2025;Courses Auchan 🛒;96,32;Dépenses variables;Alimentation;04/10/2025;FAUX;FAUX;Compte Courant Principal;;650
11/10/2025;11/10/2025;Courses Carrefour 🛒;92,37;Dépenses variables;Alimentation;11/10/2025;FAUX;FAUX;Compte Courant Principal;;651
18/10/2025;18/10/2025;Courses Lidl 🛒;92,36;Dépenses variables;Alimentation;18/10/2025;FAUX;FAUX;Compte Courant Principal;;652
26/10/2025;26/10/2025;Courses Carrefour 🛒;91,96;Dépenses variables;Alimentation;26/10/2025;FAUX;FAUX;Compte Courant Principal;;653
07/10/2025;07/10/2025;Station TotalEnergies - Carburant ⛽;60,97;Dépenses variables;Transport & Carburant;07/10/2025;FAUX;FAUX;Compte Courant Principal;;654
20/10/2025;20/10/2025;Station TotalEnergies - Carburant ⛽;57,66;Dépenses variables;Transport & Carburant;20/10/2025;FAUX;FAUX;Compte Courant Principal;;655
07/10/2025;07/10/2025;Bistrot Gourmand 🍕;32,76;Dépenses variables;Restauration & Sorties;07/10/2025;FAUX;FAUX;Compte Courant Principal;;656
21/10/2025;21/10/2025;Brasserie du Centre 🍕;37,31;Dépenses variables;Restauration & Sorties;21/10/2025;FAUX;FAUX;Compte Courant Principal;;657
18/10/2025;18/10/2025;Pharmacie Centrale 💊;22,80;Dépenses variables;Santé & Mutuelle;18/10/2025;FAUX;FAUX;Compte Courant Principal;;658
23/10/2025;23/10/2025;Pathé Gaumont - Cinéma 🎬;119,73;Dépenses variables;Loisirs & Culture;23/10/2025;FAUX;FAUX;Compte Courant Principal;;659
14/10/2025;14/10/2025;Shopping Habillement 🛍️;38,95;Dépenses variables;Shopping & Habillement;14/10/2025;FAUX;FAUX;Compte Courant Principal;;660
04/10/2025;04/10/2025;Remboursement Assurance 🏦;3500,00;Recettes;Remboursement;04/10/2025;FAUX;FAUX;;Compte Courant Principal;661
18/10/2025;18/10/2025;Virement Épargne Exceptionnel 🐷;3500,00;Virement;Épargne;18/10/2025;FAUX;FAUX;Compte Courant Principal;Livret A;662
26/11/2025;27/11/2025;Salaire Mensuel 💶;1773,02;Recettes;Salaire;27/11/2025;VRAI;FAUX;;Compte Courant Principal;663
31/10/2025;02/11/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/11/2025;VRAI;FAUX;Compte Courant Principal;Livret A;664
03/11/2025;05/11/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/11/2025;VRAI;FAUX;Compte Courant Principal;;665
08/11/2025;10/11/2025;Facture Électricité & Gaz ⚡;95,62;Dépenses fixes;Énergie & Eau;10/11/2025;VRAI;FAUX;Compte Courant Principal;;666
10/11/2025;12/11/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/11/2025;VRAI;FAUX;Compte Courant Principal;;667
16/11/2025;18/11/2025;Assurance Habitation & Auto 🛡️;66,71;Dépenses fixes;Assurance;18/11/2025;VRAI;FAUX;Compte Courant Principal;;668
19/11/2025;20/11/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/11/2025;VRAI;FAUX;Compte Courant Principal;;669
20/11/2025;22/11/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/11/2025;VRAI;FAUX;Compte Courant Principal;;670
02/11/2025;02/11/2025;Courses Auchan 🛒;92,42;Dépenses variables;Alimentation;02/11/2025;FAUX;FAUX;Compte Courant Principal;;671
11/11/2025;11/11/2025;Courses E.Leclerc 🛒;93,91;Dépenses variables;Alimentation;11/11/2025;FAUX;FAUX;Compte Courant Principal;;672
19/11/2025;19/11/2025;Courses Carrefour 🛒;91,10;Dépenses variables;Alimentation;19/11/2025;FAUX;FAUX;Compte Courant Principal;;673
26/11/2025;26/11/2025;Courses Carrefour 🛒;88,57;Dépenses variables;Alimentation;26/11/2025;FAUX;FAUX;Compte Courant Principal;;674
07/11/2025;07/11/2025;Station TotalEnergies - Carburant ⛽;55,61;Dépenses variables;Transport & Carburant;07/11/2025;FAUX;FAUX;Compte Courant Principal;;675
19/11/2025;19/11/2025;Station TotalEnergies - Carburant ⛽;59,92;Dépenses variables;Transport & Carburant;19/11/2025;FAUX;FAUX;Compte Courant Principal;;676
10/11/2025;10/11/2025;Bistrot Gourmand 🍕;35,84;Dépenses variables;Restauration & Sorties;10/11/2025;FAUX;FAUX;Compte Courant Principal;;677
25/11/2025;25/11/2025;Bistrot Gourmand 🍕;41,54;Dépenses variables;Restauration & Sorties;25/11/2025;FAUX;FAUX;Compte Courant Principal;;678
12/11/2025;12/11/2025;Pharmacie Centrale 💊;23,60;Dépenses variables;Santé & Mutuelle;12/11/2025;FAUX;FAUX;Compte Courant Principal;;679
26/11/2025;26/11/2025;Fnac - Livres & Musique 📚;128,04;Dépenses variables;Loisirs & Culture;26/11/2025;FAUX;FAUX;Compte Courant Principal;;680
16/11/2025;16/11/2025;Shopping Habillement 🛍️;44,51;Dépenses variables;Shopping & Habillement;16/11/2025;FAUX;FAUX;Compte Courant Principal;;681
26/12/2025;27/12/2025;Salaire Mensuel 💶;1778,94;Recettes;Salaire;27/12/2025;VRAI;FAUX;;Compte Courant Principal;682
30/11/2025;02/12/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/12/2025;VRAI;FAUX;Compte Courant Principal;Livret A;683
04/12/2025;05/12/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/12/2025;VRAI;FAUX;Compte Courant Principal;;684
09/12/2025;10/12/2025;Facture Électricité & Gaz ⚡;94,80;Dépenses fixes;Énergie & Eau;10/12/2025;VRAI;FAUX;Compte Courant Principal;;685
11/12/2025;12/12/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/12/2025;VRAI;FAUX;Compte Courant Principal;;686
17/12/2025;18/12/2025;Assurance Habitation & Auto 🛡️;69,24;Dépenses fixes;Assurance;18/12/2025;VRAI;FAUX;Compte Courant Principal;;687
18/12/2025;20/12/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/12/2025;VRAI;FAUX;Compte Courant Principal;;688
20/12/2025;22/12/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/12/2025;VRAI;FAUX;Compte Courant Principal;;689
04/12/2025;04/12/2025;Courses Lidl 🛒;91,64;Dépenses variables;Alimentation;04/12/2025;FAUX;FAUX;Compte Courant Principal;;690
11/12/2025;11/12/2025;Courses Auchan 🛒;92,09;Dépenses variables;Alimentation;11/12/2025;FAUX;FAUX;Compte Courant Principal;;691
19/12/2025;19/12/2025;Courses Carrefour 🛒;95,89;Dépenses variables;Alimentation;19/12/2025;FAUX;FAUX;Compte Courant Principal;;692
27/12/2025;27/12/2025;Courses E.Leclerc 🛒;88,66;Dépenses variables;Alimentation;27/12/2025;FAUX;FAUX;Compte Courant Principal;;693
05/12/2025;05/12/2025;Station TotalEnergies - Carburant ⛽;59,46;Dépenses variables;Transport & Carburant;05/12/2025;FAUX;FAUX;Compte Courant Principal;;694
22/12/2025;22/12/2025;Station TotalEnergies - Carburant ⛽;57,27;Dépenses variables;Transport & Carburant;22/12/2025;FAUX;FAUX;Compte Courant Principal;;695
